Username,Movie 1,Movie 2,Movie 3,Movie 4,Movie 5,Movie 6,Movie 7,Movie 8,score_12_12,rank_12_12
Hayley tries something,Gladiator II, Dune: Part Two, Wicked, The Black Box Diaries, The American Society of Magical Negroes, Kneecap, Frida, Omni Loop,1140.0,5716.0
Benjaflee,The Life of Chuck, September 5, Conclave, The Brutalist, The Wild Robot, A Real Pain, Emilia Perez, I'm Still Here,1276.0,3760.0
Stephen Montez,Gladiator II, The Brutalist, The Seed of the Sacred Fig, All We Imagine As Light, Memoir of a Snail, Conclave, We Live in Time, Flow,1169.0,5265.0
Cinefile,The Life of Chuck, Wicked, Nickel Boys, Queer, Nightbitch, Blitz, We Live in Time, Heretic,1111.0,6216.0
Shameka,Wicked, Inside Out 2, Gladiator II, Sonic the Hedgehog 3, Brothers, We Live in Time, Carry-On, The Friend,1064.0,6959.0
Psych,Transformers One, Wallace & Gromit: Vengeance Most Fowl, Kingdom of the Planet of the Apes, Sonic the Hedgehog 3, Elton John: Never Too Late, Moana 2, Joker: Folie a Deux, Anora,962.0,8505.0
xenya,Emilia Perez, Conclave, Flow, The Brutalist, Sonic the Hedgehog 3, The Seed of the Sacred Fig, Babygirl, A Real Pain,1251.0,4100.0
Oops i dune it again,Dune: Part Two, Joker: Folie a Deux, Furiosa: A Mad Max Saga, Wicked, Nightbitch, The Bikeriders, Drive-Away Dolls, Smile 2,1056.0,7071.0
Anori Sweep,Anora, Challengers, Emilia Perez, The Brutalist, Saturday Night, Daughters, Babygirl, Piece by Piece,1216.0,4585.0
Emeila Perogi,Emilia Perez, Nickel Boys, The Brutalist, September 5, A Real Pain, The Piano Lesson, Janet Planet, Flow,1216.0,4585.0
name the jar,Inside Out 2, Conclave, The Brutalist, A Real Pain, Nickel Boys, Will & Harper, His Three Daughters, Hard Truths,1221.0,4519.0
chrisaant,Moana 2, Mufasa: The Lion King, Babygirl, Sonic the Hedgehog 3, Venom: The Last Dance, Here, The Piano Lesson, Immaculate,837.0,10325.0
mcolombbo,The Apprentice, Joker: Folie a Deux, Queer, Wicked, The Wild Robot, Will & Harper, Brothers, Maria,1047.0,7212.0
Stephen,Gladiator II, Kinds of Kindness, The Fall Guy, Smile 2, Beetlejuice Beetlejuice, Moana 2, Transformers One, Poolman,894.0,9515.0
ltack09,Wicked, Emilia Perez, Longlegs, Wolfs, Thelma, Queer, Inside Out 2, Nightbitch,1135.0,5810.0
ComradeG,Nickel Boys, The Brutalist, Challengers, His Three Daughters, The Fire Inside, All We Imagine As Light, Sing Sing, Maria,1125.0,5965.0
Nosferatutalist,Anora, The Life of Chuck, The Brutalist, Conclave, Nickel Boys, Nosferatu, Here, Evil Does Not Exist,1270.0,3848.0
shagsadam,Didi, Daughters, Anora, Tuesday, I Saw the TV Glow, Janet Planet, Challengers, Gladiator II,1058.0,7044.0
GLADIATOR III,Conclave, A Real Pain, Kneecap, Small Things Like These, The Substance, Anora, Blitz, Challengers,1255.0,4053.0
alishasujanani,Emilia Perez, Anora, Conclave, September 5, Saturday Night, Smile 2, The Seed of the Sacred Fig, Monkey Man,1215.0,4597.0
How,Anora, Conclave, Queer, Saturday Night, The Wild Robot, The Piano Lesson, Smile 2, All We Imagine As Light,1135.0,5810.0
civil whore,Wicked, We Live in Time, Dune: Part Two, Heretic, Piece by Piece, A Complete Unknown, Sonic the Hedgehog 3, The Last Showgirl,1140.0,5716.0
Brother Dwayne,Blitz, Wicked, Inside Out 2, The Brutalist, The Room Next Door, Didi, Nosferatu, Megalopolis,1155.0,5472.0
rafolimen,Emilia Perez, Moana 2, Super/Man: The Christopher Reeve Story, The Bikeriders, The Substance, Twisters, The Wild Robot, Inside Out 2,1071.0,6845.0
liamhess,Anora, The Brutalist, Babygirl, We Live in Time, Nosferatu, The Apprentice, Emilia Perez, I'm Still Here,1216.0,4585.0
The Generous Uncles,Mufasa: The Lion King, Wicked, Here, Challengers, The Apprentice, Wallace & Gromit: Vengeance Most Fowl, A Complete Unknown, Sonic the Hedgehog 3,1096.0,6462.0
Vampire Flicks or GTFO,Nosferatu, Abigail, I Saw the TV Glow, Love Lies Bleeding, The Substance, Wicked, Kinds of Kindness, Problemista,1130.0,5887.0
He Could Have Killed Him,Queer, The Brutalist, A Real Pain, Nosferatu, Heretic, I Saw the TV Glow, Gladiator II, The Beast,1118.0,6089.0
missyisit,Dune: Part Two, Wicked, Queer, We Live in Time, Juror #2, Monkey Man, Deadpool & Wolverine, A Real Pain,1145.0,5640.0
Adam Jones is a Burnt D c k,The Brutalist, Conclave, September 5, Babygirl, Emilia Perez, Saturday Night, A Real Pain, The Life of Chuck,1265.0,3916.0
Av,Dune: Part Two, Wicked, The Wild Robot, Beetlejuice Beetlejuice, Deadpool & Wolverine, My Old Ass, The Substance, Megalopolis,1210.0,4658.0
Sivani,Moana 2, Nickel Boys, Bird, Heretic, Inside Out 2, Queer, My Dead Friend Zoe, Smile 2,941.0,8786.0
Slowreverb,Will & Harper, Moana 2, Evil Does Not Exist, Sing Sing, The Substance, Babygirl, Longlegs, Blitz,1016.0,7664.0
Rose from Harlem,Anora, The Brutalist, A Real Pain, Babygirl, Nosferatu, The Wild Robot, Flight Risk, Hard Truths,1184.0,5027.0
Jjbrucey,Beetlejuice Beetlejuice, Moana 2, Anora, Eden, The Wild Robot, Here, Piece by Piece, Kneecap,990.0,8058.0
AmyAdamsMissingOscar,The Brutalist, Anora, Blitz, His Three Daughters, Sing Sing, The Outrun, All We Imagine As Light, Memoir of a Snail,1159.0,5412.0
ArcboundFan18,Wicked, Venom: The Last Dance, Horizon: An American Saga — Chapter 1, Dune: Part Two, Godzilla x Kong: The New Empire, The Bikeriders, Abigail, Speak No Evil,1034.0,7411.0
How You Dune Part Two,Inside Out 2, Here, Y2K, Alien: Romulus, Wallace & Gromit: Vengeance Most Fowl, I Saw the TV Glow, Wicked, A Complete Unknown,1039.0,7334.0
jshx,Megalopolis, Wicked, Furiosa: A Mad Max Saga, The Substance, Joker: Folie a Deux, Small Things Like These, Wallace & Gromit: Vengeance Most Fowl, Dune: Part Two,1164.0,5331.0
deemcgee,Here, Joker: Folie a Deux, Juror #2, Moana 2, Sonic the Hedgehog 3, Venom: The Last Dance, Nosferatu," ""The Lord of the Rings: The War of the Rohirrim
""",810.0,10677.0
inflatablewife,Anora, A Complete Unknown, Saturday Night, Gladiator II, The Substance, Oh Canada, The Last Showgirl, The Black Box Diaries,1177.0,5139.0
Becks1006,Wicked, The Wild Robot, Kinds of Kindness, A Complete Unknown, Maria, The Piano Lesson, The Room Next Door, Saturday Night,1084.0,6646.0
audrey,Gladiator II, Venom: The Last Dance, Joker: Folie a Deux, A Different Man, Challengers," ""The Lord of the Rings: The War of the Rohirrim
""", Furiosa: A Mad Max Saga, Will & Harper,892.0,9548.0
pseudonymusbosch,Emilia Perez, Blitz, Wicked, Didi, Saturday Night, Nosferatu, The Room Next Door, I'm Still Here,1159.0,5412.0
Deanna,Nosferatu, The Substance, Gladiator II, Didi, Conclave, Red One, The Apprentice, Saturday Night,1148.0,5590.0
Lani667,Moana 2, Deadpool & Wolverine, Mufasa: The Lion King, Inside Out 2, Challengers, Speak No Evil, Godzilla x Kong: The New Empire, Venom: The Last Dance,865.0,9941.0
Robbie Rotten Tomatoes,Piece by Piece, Conclave, Moana 2, Will & Harper, I Saw the TV Glow, Super/Man: The Christopher Reeve Story, Blitz, The Wild Robot,1000.0,7923.0
leandroacor,Anora, The Brutalist, A Real Pain, Sonic the Hedgehog 3, Didi, Mufasa: The Lion King, I Saw the TV Glow, The Seed of the Sacred Fig,1164.0,5331.0
leandroac,Anora, Mufasa: The Lion King, The Brutalist, A Real Pain, Sonic the Hedgehog 3, Didi, I Saw the TV Glow, The Seed of the Sacred Fig,1164.0,5331.0
THE WICKED WITCH OF THE EAST BRO,Anora, A Complete Unknown, Emilia Perez, The Brutalist, Small Things Like These, September 5, Kinds of Kindness, Sugarcane,1239.0,4260.0
Hey Zander,"""The Lord of the Rings: The War of the Rohirrim
""", Dune: Part Two, Nosferatu, A Real Pain, Bird, Wicked, The Apprentice, Wallace & Gromit: Vengeance Most Fowl,1150.0,5548.0
cyockus,Anora, The Piano Lesson, A Real Pain, Blitz, Challengers, The Brutalist, His Three Daughters, Megalopolis,1154.0,5483.0
Knocking on Kravens Door,Nightbitch, Sonic the Hedgehog 3, Emilia Perez, Super/Man: The Christopher Reeve Story," ""The Lord of the Rings: The War of the Rohirrim
""", Eden, Joker: Folie a Deux, Wicked,1093.0,6509.0
dankhenenlotter,Love Lies Bleeding, Challengers, I Saw the TV Glow, Janet Planet, Anora, Queer, The Brutalist, Between the Temples,1130.0,5887.0
Jean Kayak and his Acme Applejack,Dune: Part Two, Moana 2, Venom: The Last Dance, Saturday Night, We Live in Time," ""The Lord of the Rings: The War of the Rohirrim
""", The Best Christmas Pageant Ever, Y2K,889.0,9592.0
I Saw the Willem Dafoe,Anora, Sing Sing, The Brutalist, A Real Pain, Sonic the Hedgehog 3, Saturday Night," ""The Lord of the Rings: The War of the Rohirrim
""", The Life of Chuck,1188.0,4979.0
Partashi Donaldzweig,Anora, Joker: Folie a Deux, A Complete Unknown, Venom: The Last Dance, Saturday Night, We Live in Time, The Piano Lesson, Daughters,963.0,8490.0
quadsquad,Anora, Didi, Sing Sing, The Brutalist, Fancy Dance, I Saw the TV Glow, Evil Does Not Exist, Civil War,1143.0,5674.0
dougy610,The Brutalist, Anora, Conclave, Emilia Perez, Beetlejuice Beetlejuice, A Quiet Place - Day 1, Arthur the King, Argylle,1298.0,3482.0
liquid hot magma,Challengers, Dune: Part Two," ""The Lord of the Rings: The War of the Rohirrim
""", Moana 2, I Saw the TV Glow, Blink Twice, Smile 2, Furiosa: A Mad Max Saga,934.0,8883.0
80s DSBC,Wicked, Maria, Super/Man: The Christopher Reeve Story, IF, Joker: Folie a Deux, Deadpool & Wolverine, Twisters, Red One,993.0,8016.0
Keligazel,Joker: Folie a Deux, Deadpool & Wolverine, Wicked, Queer, Babygirl, Bird, Kinds of Kindness, The Wild Robot,1038.0,7350.0
Moviefone guy saying Rated R,Anora, Conclave, The Brutalist, The Wild Robot, Babygirl, On Becoming a Guinea Fowl, I'm Still Here, The Room Next Door,1223.0,4490.0
jeffey44,Anora, Emilia Perez, Conclave, A Real Pain, The Room Next Door, Alien: Romulus, Saturday Night, The Life of Chuck,1228.0,4415.0
Anvitha,Moana 2, Dune: Part Two, We Live in Time, Twisters, Venom: The Last Dance, Alien: Romulus, Deadpool & Wolverine, Furiosa: A Mad Max Saga,874.0,9808.0
JasonBoies76,Anora, The Brutalist, Conclave, The Fire Inside, Mufasa: The Lion King, Here, Smile 2, Super/Man: The Christopher Reeve Story,1203.0,4771.0
boxofpaints,Anora, Blitz, Conclave, A Real Pain, The Brutalist, Saturday Night, Kneecap, Christmas Eve in Miller's Point,1258.0,4017.0
adg473,The Brutalist, The Wild Robot, Conclave, Anora, His Three Daughters, Nosferatu, The Piano Lesson, Evil Does Not Exist,1238.0,4279.0
Simon,Anora, Juror #2," ""The Lord of the Rings: The War of the Rohirrim
""", Red One, The Seed of the Sacred Fig, The Brutalist, Blitz, Conclave,1193.0,4910.0
ek shorty,Joker: Folie a Deux, Emilia Perez, Moana 2, Sonic the Hedgehog 3, Red One, Oh Canada, Brothers, Six Triple Eight,924.0,9035.0
unklerusty,Inside Out 2, The Brutalist, The Wild Robot, The Substance, Nickel Boys, Super/Man: The Christopher Reeve Story, Longlegs, Anora,1253.0,4080.0
Schuy Captain and the World of Tomorrow,Sing Sing, Anora, A Complete Unknown, The Brutalist, Sonic the Hedgehog 3, Hard Truths, The Black Box Diaries, The Promised Land,1198.0,4835.0
Folie a Fos,Anora, Conclave, The Brutalist, Nosferatu, Flow, All We Imagine As Light, Inside Out 2, Sonic the Hedgehog 3,1243.0,4204.0
sleepyei57,Dune: Part Two, Moana 2, Anora, The Black Box Diaries, Kneecap, Six Triple Eight, Sugarcane, I'm Still Here,1054.0,7098.0
Ruiner,Dune: Part Two, Joker: Folie a Deux, Wicked, Nosferatu, Red One," ""The Lord of the Rings: The War of the Rohirrim
""", Brothers, Juror #2,1068.0,6901.0
Tapthatstass,Nosferatu, Anora, Emilia Perez, The Brutalist, Conclave, The Promised Land, The Return, Evil Does Not Exist,1313.0,3298.0
CarterW16,The Brutalist, Anora, Nosferatu, Juror #2, The Substance, The Wild Robot, Emilia Perez, Drive-Away Dolls,1308.0,3360.0
her mothers brother,Conclave, A Complete Unknown, A Real Pain, Challengers, Here, Nosferatu, Babygirl, The Brutalist,1203.0,4771.0
Sandworms everywhere,Joker: Folie a Deux, Wicked, Deadpool & Wolverine, The Fall Guy, Twisters, Will & Harper, Dune: Part Two, I Saw the TV Glow,1073.0,6818.0
Kerwin,Moana 2, Nickel Boys, Y2K," ""The Lord of the Rings: The War of the Rohirrim
""", Babygirl, Elton John: Never Too Late, The Room Next Door, A Real Pain,959.0,8541.0
Wicked Wild Roan,The Brutalist, Babygirl, September 5, Juror #2, His Three Daughters, Anora, The Wild Robot, A Complete Unknown,1163.0,5353.0
ElisaSue: The Golden Age,Anora, Sing Sing, Emilia Perez, Babygirl, The Substance, Wallace & Gromit: Vengeance Most Fowl, On Becoming a Guinea Fowl, Evil Does Not Exist,1228.0,4415.0
ThatsFeffedUp,The Wild Robot, Conclave, A Real Pain, Gladiator II, Hard Truths, Christmas Eve in Miller's Point, The Substance, My Dead Friend Zoe,1196.0,4863.0
Jpreynolds,Christmas Eve in Miller's Point, Dune: Part Two, Anora, Moana 2, The Black Box Diaries, The Outrun, My Dead Friend Zoe, The Best Christmas Pageant Ever,1044.0,7255.0
Dramamamama,Anora, Emilia Perez, Conclave, The Brutalist, The Room Next Door," ""The Lord of the Rings: The War of the Rohirrim
""", Kneecap, Madame Web,1298.0,3482.0
Mateen,Inside Out 2, Moana 2, Mufasa: The Lion King, Sonic the Hedgehog 3, Thelma, Venom: The Last Dance, Problemista, The Apprentice,844.0,10234.0
InfamousRex,The Black Box Diaries, Ultraman: Rising, Moana 2, Gladiator II, Christmas Eve in Miller's Point, Mufasa: The Lion King, Your Monster, Red One,921.0,9089.0
Mya,Gladiator II, Moana 2, The American Society of Magical Negroes, I Saw the TV Glow, Ultraman: Rising, Sonic the Hedgehog 3, Beetlejuice Beetlejuice, Never Let Go,916.0,9165.0
Zander,Mufasa: The Lion King, Moana 2, Joker: Folie a Deux, Venom: The Last Dance, Deadpool & Wolverine, Juror #2, Kraven the Hunter, Kinds of Kindness,823.0,10501.0
Steven Tsai,Gladiator II, Mufasa: The Lion King, Deadpool & Wolverine, Evil Does Not Exist, Furiosa: A Mad Max Saga, Megalopolis, Wicked, The Bikeriders,1090.0,6560.0
daisy edgar alan alda,Anora, Conclave, The Brutalist, Here, The Friend, Nightbitch, A Complete Unknown, Lee,1227.0,4433.0
Tom Cruise Running Really Fast,Anora, Joker: Folie a Deux, A Complete Unknown, Babygirl, A Real Pain, The Piano Lesson, Juror #2, His Three Daughters,1047.0,7212.0
Ria,Queer, Gladiator II, Kneecap, Blitz, Wicked, Monkey Man, Mothers' Instinct, The Promised Land,1080.0,6709.0
gbowen88,Dune: Part Two, Wicked, Lee, A Different Man, The Wild Robot, Didi, Will & Harper, Nosferatu,1137.0,5778.0
Netflix and Kill,The Seed of the Sacred Fig, Saturday Night, Anora, Wallace & Gromit: Vengeance Most Fowl, A Complete Unknown, The Brutalist, Sugarcane, Emilia Perez,1237.0,4294.0
Clever name tbd,Wicked, Nightbitch, Sing Sing, Nosferatu, Kinds of Kindness, Lee, Inside Out 2, We Live in Time,1091.0,6549.0
M Nightbitch (Emily Palmer Heller),Anora, Conclave, The Brutalist, Heretic, The Wild Robot, Nightbitch, Will & Harper, The Outrun,1236.0,4305.0
Travis Bickle,Super/Man: The Christopher Reeve Story, The Brutalist, Anora, Here, Smile 2, The Apprentice, A Complete Unknown, Queer,1117.0,6110.0
CannonFilms,Anora, Babygirl, Queer, Nickel Boys, Smile 2, The Wild Robot, Juror #2, The Substance,1146.0,5625.0
WookieRoarier,Wicked, I Am Celine Dion, Joker: Folie a Deux, The Wild Robot, Beetlejuice Beetlejuice, Nosferatu, Smile 2, Alien: Romulus,1006.0,7829.0
ElectricBiscuit86,The Wild Robot, Moana 2, Sonic the Hedgehog 3, Will & Harper, The Outrun, Anora, Here, The Life of Chuck,982.0,8184.0
My Oscars My Dune,Dune: Part Two, The Life of Chuck, Emilia Perez, Juror #2, Better Man, The Outrun, Wicked, My Old Ass,1191.0,4936.0
WBB,Anora, Dune: Part Two, Babygirl, Smile 2, The Brutalist, Civil War, Super/Man: The Christopher Reeve Story, The Substance,1226.0,4448.0
KyloRed,The Wild Robot, I Am Celine Dion, Wicked, Dune: Part Two, Challengers, Furiosa: A Mad Max Saga, Deadpool & Wolverine, Didi,1130.0,5887.0
kjvellturo,Gladiator II, Venom: The Last Dance, A Complete Unknown, Challengers, The Outrun," ""The Lord of the Rings: The War of the Rohirrim
""", Sonic the Hedgehog 3, Smile 2,903.0,9374.0
Moviesfortherestofus,Gladiator II, Moana 2, Babygirl, Megalopolis, Speak No Evil, The Apprentice, Civil War, The Fall Guy,905.0,9340.0
Emelineinbk,Anora, The Outrun, The Wild Robot, Challengers, Sing Sing, The Seed of the Sacred Fig, Will & Harper, A Real Pain,1120.0,6055.0
DormanSaysWhat,Sonic the Hedgehog 3, A Complete Unknown, Y2K, Wallace & Gromit: Vengeance Most Fowl, Wicked, Joker: Folie a Deux, Nightbitch, Queer,1050.0,7161.0
f0zworth,Anora, Inside Out 2, Saturday Night, Smile 2, Conclave, The Brutalist, Furiosa: A Mad Max Saga," ""The Lord of the Rings: The War of the Rohirrim
""",1200.0,4811.0
shallora,The Brutalist, The Room Next Door," ""The Lord of the Rings: The War of the Rohirrim
""", Moana 2, Joker: Folie a Deux, The Order, Here, Didi,946.0,8717.0
Oscar Jack,Anora, Emilia Perez, We Live in Time, The Life of Chuck, Sonic the Hedgehog 3, Babygirl, The Brutalist, Smile 2,1165.0,5317.0
DAmico,Moana 2, Mothers' Instinct, Joker: Folie a Deux, Gladiator II, The Promised Land, The Killer's Game, Woman of the Hour, Thelma,884.0,9665.0
owsaunders,Anora, The Brutalist, Nosferatu, Sing Sing, Sonic the Hedgehog 3, Heretic, Challengers, Evil Does Not Exist,1190.0,4950.0
Maxwell,Dune: Part Two, Joker: Folie a Deux, Wicked, Saturday Night, Smile 2, Immaculate, Deadpool & Wolverine, Kinds of Kindness,1060.0,7009.0
Justice for How to Train Your Dragon,The Wild Robot, Anora, The Brutalist, The Seed of the Sacred Fig, A Real Pain, The Piano Lesson, Queer, The Outrun,1165.0,5317.0
BartokOnlySlightlyLessMagnificent,Wicked, Dune: Part Two, Joker: Folie a Deux, Challengers, Monkey Man, The Beast, Love Lies Bleeding, Here,1075.0,6795.0
nbj914,Conclave, Wicked, The Wild Robot, The Life of Chuck, Will & Harper, Dune: Part Two, The Front Room, One Life,1210.0,4658.0
Brian Martin,Anora, Nickel Boys, Heretic, Emilia Perez, Babygirl, Hard Truths, The Last Showgirl, The Life of Chuck,1175.0,5170.0
Scylding,Dune: Part Two, Conclave, The Brutalist, Venom: The Last Dance, Will & Harper, I Saw the TV Glow, Kinds of Kindness, The Outrun,1110.0,6233.0
Ben sm,Dune: Part Two, Joker: Folie a Deux, His Three Daughters, Challengers, Y2K, Wicked, Civil War," ""The Lord of the Rings: The War of the Rohirrim
""",1080.0,6709.0
Feathersmcgraw,The Wild Robot, The Life of Chuck, Conclave, Wicked, Kingdom of the Planet of the Apes, Alien: Romulus, Dune: Part Two, Ultraman: Rising,1195.0,4880.0
Frysuit,Gladiator II, Thelma, Monkey Man, Moana 2, Joker: Folie a Deux, The Killer's Game, Christmas Eve in Miller's Point, Ultraman: Rising,884.0,9665.0
KolbieJ,Anora, Saturday Night, Emilia Perez, The Brutalist, September 5, The Apprentice, The Room Next Door, I'm Still Here,1221.0,4519.0
JFord009,Dune: Part Two, Wicked, Inside Out 2, The Piano Lesson, I Saw the TV Glow, Will & Harper, Problemista, The Seed of the Sacred Fig,1095.0,6475.0
cpsully,Gladiator II, A Real Pain, Saturday Night, A Complete Unknown, Venom: The Last Dance, We Live in Time, Deadpool & Wolverine, Civil War,958.0,8558.0
George Bailey,Dune: Part Two, The Wild Robot, I Saw the TV Glow, Juror #2, The Piano Lesson, Super/Man: The Christopher Reeve Story, The Life of Chuck, Wicked,1095.0,6475.0
fatcatslimcat,Moana 2, Blitz, A Complete Unknown, The Brutalist, Babygirl, Juror #2, Nutcrackers, Brothers,1001.0,7906.0
Devo,Queer, Moana 2, Conclave, The Room Next Door, Juror #2, Will & Harper, A Complete Unknown, I Am Celine Dion,1026.0,7517.0
dekadetia,Sonic the Hedgehog 3, Moana 2, Conclave, Woman of the Hour, The Life of Chuck, Nickel Boys, The Seed of the Sacred Fig, Nightbitch,1031.0,7451.0
